task_id,asset_id,section_id,task_type,defect_type,severity,criticality,inspection_date,reported_date,due_date,estimated_duration_hours,required_team_size,safety_impact,status,days_until_due,urgency_category
ENG3004,AST0292,SEC067,Turnout Maintenance,Check rail gap,3,MEDIUM,2025-05-26,2025-05-29,2025-06-18,6.7,12,MEDIUM,Completed,20,Normal
ENG3005,AST0283,SEC058,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-06-27,2025-06-30,2025-07-30,1.1,5,MEDIUM,Cancelled,30,Normal
ENG3006,AST0245,SEC020,Track Alignment,Vertical misalignment,4,LOW,2025-06-16,2025-06-19,2025-07-26,7.3,6,LOW,Pending,37,Low
ENG3007,AST0330,SEC030,Rail Replacement,Severely worn rail,5,LOW,2025-09-10,2025-09-12,2025-10-28,2.1,8,LOW,Scheduled,46,Low
ENG3008,AST0012,SEC012,Rail Inspection,Gauge deviation,4,LOW,2025-03-04,2025-03-04,2025-04-17,7.4,3,LOW,Completed,44,Low
ENG3009,AST0061,SEC061,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-02-05,2025-02-06,2025-03-07,4.9,6,MEDIUM,Pending,29,Normal
ENG3010,AST0068,SEC068,Rail Inspection,Surface defect,4,LOW,2025-04-15,2025-04-17,2025-06-08,4.6,6,LOW,Completed,52,Low
ENG3011,AST0076,SEC001,Track Geometry Correction,Twist fault,5,LOW,2025-01-15,2025-01-17,2025-02-26,11.5,8,LOW,Completed,40,Low
ENG3012,AST0032,SEC032,Rail Inspection,Surface defect,3,MEDIUM,2025-07-03,2025-07-03,2025-07-21,2.1,14,MEDIUM,Completed,18,Normal
ENG3013,AST0021,SEC021,Rail Inspection,Rail crack,3,MEDIUM,2025-10-18,2025-10-18,2025-11-07,10.6,12,MEDIUM,Scheduled,20,Normal
ENG3014,AST0196,SEC046,Turnout Maintenance,Crossing nose defect,4,LOW,2025-03-19,2025-03-20,2025-05-13,9.5,11,LOW,Scheduled,54,Low
ENG3015,AST0330,SEC030,Track Geometry Correction,Gauge irregularity,1,CRITICAL,2025-10-26,2025-10-29,2025-11-01,1.9,10,HIGH,Completed,3,Urgent
ENG3016,AST0354,SEC054,Track Alignment,Vertical misalignment,3,MEDIUM,2025-12-03,2025-12-06,2025-12-21,10.9,5,MEDIUM,Completed,15,Normal
ENG3017,AST0075,SEC075,Track Alignment,Cant deficiency,3,MEDIUM,2025-03-02,2025-03-05,2025-03-24,5.9,3,MEDIUM,Completed,19,Normal
ENG3018,AST0005,SEC005,Rail Replacement,Rail end batter,3,MEDIUM,2025-02-21,2025-02-22,2025-03-08,9.9,13,MEDIUM,Completed,14,Normal
ENG3019,AST0202,SEC052,Track Alignment,Lateral misalignment,2,HIGH,2025-09-06,2025-09-06,2025-09-13,1.5,15,HIGH,In Progress,7,Urgent
ENG3020,AST0338,SEC038,Turnout Maintenance,Check rail gap,2,HIGH,2025-03-22,2025-03-24,2025-04-04,10.3,15,HIGH,Pending,11,Normal
ENG3021,AST0095,SEC020,Track Geometry Correction,Gauge irregularity,1,CRITICAL,2025-10-19,2025-10-21,2025-10-27,10.0,9,HIGH,Completed,6,Urgent
ENG3022,AST0100,SEC025,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-06-28,2025-06-30,2025-07-23,9.5,13,MEDIUM,Scheduled,23,Normal
ENG3023,AST0046,SEC046,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-09-10,2025-09-12,2025-10-02,6.6,5,MEDIUM,In Progress,20,Normal
ENG3024,AST0212,SEC062,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-03-05,2025-03-07,2025-04-04,1.6,14,MEDIUM,Completed,28,Normal
ENG3025,AST0398,SEC023,Ballast Maintenance,Insufficient ballast,4,LOW,2025-04-23,2025-04-24,2025-05-29,2.0,4,LOW,Pending,35,Low
ENG3026,AST0273,SEC048,Sleeper Replacement,Missing sleeper,4,LOW,2025-11-01,2025-11-04,2025-12-31,3.3,10,LOW,Pending,57,Low
ENG3027,AST0158,SEC008,Turnout Maintenance,Switch tongue wear,1,CRITICAL,2025-05-18,2025-05-19,2025-05-24,1.3,7,HIGH,Completed,5,Urgent
ENG3028,AST0289,SEC064,Sleeper Replacement,Missing sleeper,2,HIGH,2025-06-13,2025-06-16,2025-06-23,11.5,11,HIGH,Completed,7,Urgent
ENG3029,AST0398,SEC023,Rail Inspection,Corrugation,3,MEDIUM,2025-03-24,2025-03-24,2025-04-14,10.5,8,MEDIUM,Completed,21,Normal
ENG3030,AST0361,SEC061,Rail Inspection,Rail crack,3,MEDIUM,2025-06-21,2025-06-24,2025-07-15,2.8,3,MEDIUM,Pending,21,Normal
ENG3031,AST0220,SEC070,Track Geometry Correction,Gauge irregularity,1,CRITICAL,2025-09-21,2025-09-24,2025-09-27,3.7,10,HIGH,Completed,3,Urgent
ENG3032,AST0230,SEC005,Rail Inspection,Corrugation,4,LOW,2025-03-21,2025-03-21,2025-05-10,8.8,6,LOW,Completed,50,Low
ENG3033,AST0289,SEC064,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-10-27,2025-10-27,2025-11-16,5.1,12,MEDIUM,Pending,20,Normal
ENG3034,AST0279,SEC054,Ballast Maintenance,Vegetation growth,1,CRITICAL,2025-12-04,2025-12-07,2025-12-10,11.8,3,HIGH,In Progress,3,Urgent
ENG3035,AST0279,SEC054,Sleeper Replacement,Missing sleeper,2,HIGH,2025-12-05,2025-12-08,2025-12-20,4.6,2,HIGH,Scheduled,12,Normal
ENG3036,AST0330,SEC030,Welding,Weld depression,4,LOW,2025-09-27,2025-09-30,2025-11-15,6.2,5,LOW,Scheduled,46,Low
ENG3037,AST0179,SEC029,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-02-17,2025-02-17,2025-03-12,3.2,13,MEDIUM,Scheduled,23,Normal
ENG3038,AST0355,SEC055,Rail Inspection,Rail crack,2,HIGH,2025-06-02,2025-06-04,2025-06-17,2.2,3,HIGH,Completed,13,Normal
ENG3039,AST0239,SEC014,Welding,Weld crack,2,HIGH,2025-10-11,2025-10-14,2025-10-23,11.6,14,HIGH,Completed,9,Normal
ENG3040,AST0166,SEC016,Rail Replacement,Rail end batter,2,HIGH,2025-05-25,2025-05-28,2025-06-11,2.9,15,HIGH,Pending,14,Normal
ENG3041,AST0335,SEC035,Welding,Weld crack,4,LOW,2025-07-02,2025-07-04,2025-08-19,10.5,7,LOW,Cancelled,46,Low
ENG3042,AST0307,SEC007,Rail Inspection,Worn rail head,4,LOW,2025-09-21,2025-09-21,2025-11-07,7.3,13,LOW,Scheduled,47,Low
ENG3043,AST0217,SEC067,Turnout Maintenance,Check rail gap,3,MEDIUM,2025-09-11,2025-09-14,2025-10-12,6.6,14,MEDIUM,Pending,28,Normal
ENG3044,AST0123,SEC048,Ballast Maintenance,Fouled ballast,4,LOW,2025-10-31,2025-11-01,2025-12-16,3.1,8,LOW,Pending,45,Low
ENG3045,AST0165,SEC015,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-08-18,2025-08-21,2025-09-14,9.4,11,MEDIUM,Completed,24,Normal
ENG3046,AST0157,SEC007,Welding,Weld depression,3,MEDIUM,2025-04-19,2025-04-19,2025-05-19,8.7,7,MEDIUM,Pending,30,Normal
ENG3047,AST0369,SEC069,Track Alignment,Vertical misalignment,3,MEDIUM,2025-05-10,2025-05-13,2025-06-10,8.1,7,MEDIUM,Scheduled,28,Normal
ENG3048,AST0383,SEC008,Sleeper Replacement,Decayed wooden sleeper,4,LOW,2025-11-21,2025-11-23,2026-01-16,3.8,11,LOW,Scheduled,54,Low
ENG3049,AST0096,SEC021,Rail Inspection,Surface defect,2,HIGH,2025-07-10,2025-07-12,2025-07-26,3.1,13,HIGH,Scheduled,14,Normal
ENG3050,AST0038,SEC038,Track Geometry Correction,Alignment defect,3,MEDIUM,2025-06-28,2025-06-30,2025-07-14,1.6,7,MEDIUM,Cancelled,14,Normal
ENG3051,AST0166,SEC016,Track Geometry Correction,Cross-level error,1,CRITICAL,2025-10-28,2025-10-31,2025-11-07,4.1,5,HIGH,Completed,7,Urgent
ENG3052,AST0078,SEC003,Sleeper Replacement,Decayed wooden sleeper,4,LOW,2025-02-26,2025-02-27,2025-04-14,7.4,13,LOW,In Progress,46,Low
ENG3053,AST0156,SEC006,Ballast Maintenance,Insufficient ballast,5,LOW,2025-03-03,2025-03-04,2025-05-25,1.7,9,LOW,Cancelled,82,Low
ENG3054,AST0387,SEC012,Track Alignment,Vertical misalignment,3,MEDIUM,2025-09-27,2025-09-29,2025-10-24,2.7,3,MEDIUM,Pending,25,Normal
ENG3055,AST0065,SEC065,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-11-29,2025-11-29,2025-12-19,6.0,7,MEDIUM,Cancelled,20,Normal
ENG3056,AST0020,SEC020,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-09-02,2025-09-03,2025-09-20,7.0,4,MEDIUM,Scheduled,17,Normal
ENG3057,AST0105,SEC030,Track Geometry Correction,Gauge irregularity,2,HIGH,2025-05-10,2025-05-13,2025-05-25,4.5,14,HIGH,Scheduled,12,Normal
ENG3058,AST0174,SEC024,Rail Replacement,Severely worn rail,3,MEDIUM,2025-11-04,2025-11-06,2025-11-27,2.2,11,MEDIUM,Completed,21,Normal
ENG3059,AST0010,SEC010,Rail Inspection,Gauge deviation,3,MEDIUM,2025-09-02,2025-09-03,2025-10-01,3.3,3,MEDIUM,Completed,28,Normal
ENG3060,AST0008,SEC008,Rail Replacement,End-post fracture,1,CRITICAL,2025-05-05,2025-05-08,2025-05-14,11.7,6,HIGH,Completed,6,Urgent
ENG3061,AST0016,SEC016,Rail Inspection,Rail crack,3,MEDIUM,2025-01-23,2025-01-23,2025-02-19,4.5,9,MEDIUM,Completed,27,Normal
ENG3062,AST0371,SEC071,Ballast Maintenance,Drainage blockage,4,LOW,2025-01-07,2025-01-10,2025-02-20,8.8,12,LOW,In Progress,41,Low
ENG3063,AST0262,SEC037,Track Geometry Correction,Gauge irregularity,5,LOW,2025-09-23,2025-09-24,2025-11-06,1.1,11,LOW,Pending,43,Low
ENG3064,AST0082,SEC007,Turnout Maintenance,Point mechanism fault,4,LOW,2025-07-16,2025-07-18,2025-09-14,8.2,2,LOW,Completed,58,Low
ENG3065,AST0262,SEC037,Turnout Maintenance,Check rail gap,4,LOW,2025-08-03,2025-08-05,2025-09-26,4.3,4,LOW,Cancelled,52,Low
ENG3066,AST0010,SEC010,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-11-09,2025-11-10,2025-12-02,3.0,5,MEDIUM,In Progress,22,Normal
ENG3067,AST0342,SEC042,Track Alignment,Buckling risk,5,LOW,2025-06-10,2025-06-12,2025-08-07,9.3,15,LOW,Scheduled,56,Low
ENG3068,AST0313,SEC013,Track Alignment,Buckling risk,3,MEDIUM,2025-10-22,2025-10-25,2025-11-16,3.1,4,MEDIUM,Pending,22,Normal
ENG3069,AST0275,SEC050,Rail Replacement,Broken rail,2,HIGH,2025-03-12,2025-03-13,2025-03-26,10.6,5,HIGH,Pending,13,Normal
ENG3070,AST0138,SEC063,Ballast Maintenance,Fouled ballast,2,HIGH,2025-02-08,2025-02-11,2025-02-21,5.2,5,HIGH,In Progress,10,Normal
ENG3071,AST0356,SEC056,Sleeper Replacement,Missing sleeper,3,MEDIUM,2025-01-29,2025-01-31,2025-02-14,3.3,7,MEDIUM,Pending,14,Normal
ENG3072,AST0222,SEC072,Track Geometry Correction,Gauge irregularity,4,LOW,2025-07-14,2025-07-14,2025-08-08,11.2,9,LOW,Completed,25,Normal
ENG3073,AST0280,SEC055,Track Alignment,Buckling risk,3,MEDIUM,2025-02-12,2025-02-13,2025-03-07,8.4,15,MEDIUM,Cancelled,22,Normal
ENG3074,AST0365,SEC065,Sleeper Replacement,Broken concrete sleeper,5,LOW,2025-11-20,2025-11-21,2026-01-08,1.7,5,LOW,In Progress,48,Low
ENG3075,AST0137,SEC062,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-02-10,2025-02-13,2025-03-03,9.4,4,MEDIUM,Pending,18,Normal
ENG3076,AST0361,SEC061,Rail Inspection,Corrugation,2,HIGH,2025-01-08,2025-01-09,2025-01-21,8.4,10,HIGH,Scheduled,12,Normal
ENG3077,AST0169,SEC019,Turnout Maintenance,Point mechanism fault,5,LOW,2025-04-20,2025-04-20,2025-06-27,4.3,13,LOW,Scheduled,68,Low
ENG3078,AST0058,SEC058,Rail Replacement,Rail end batter,4,LOW,2025-07-17,2025-07-19,2025-09-15,1.4,12,LOW,Cancelled,58,Low
ENG3079,AST0268,SEC043,Track Alignment,Cant deficiency,3,MEDIUM,2025-10-09,2025-10-09,2025-10-25,11.5,11,MEDIUM,Scheduled,16,Normal
ENG3080,AST0090,SEC015,Track Geometry Correction,Gauge irregularity,2,HIGH,2025-08-11,2025-08-12,2025-08-23,5.9,9,HIGH,Pending,11,Normal
ENG3081,AST0146,SEC071,Turnout Maintenance,Switch tongue wear,4,LOW,2025-11-12,2025-11-13,2025-12-24,8.3,14,LOW,Scheduled,41,Low
ENG3082,AST0045,SEC045,Sleeper Replacement,Missing sleeper,4,LOW,2025-04-18,2025-04-21,2025-05-19,5.8,7,LOW,Completed,28,Normal
ENG3083,AST0026,SEC026,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-01-10,2025-01-13,2025-02-02,10.3,13,MEDIUM,Scheduled,20,Normal
ENG3084,AST0208,SEC058,Sleeper Replacement,Broken concrete sleeper,2,HIGH,2025-06-18,2025-06-21,2025-07-03,2.2,13,HIGH,In Progress,12,Normal
ENG3085,AST0293,SEC068,Track Geometry Correction,Cross-level error,2,HIGH,2025-08-02,2025-08-05,2025-08-14,6.3,6,HIGH,Pending,9,Normal
ENG3086,AST0242,SEC017,Track Alignment,Vertical misalignment,3,MEDIUM,2025-09-30,2025-10-02,2025-10-16,7.2,13,MEDIUM,Scheduled,14,Normal
ENG3087,AST0156,SEC006,Turnout Maintenance,Check rail gap,1,CRITICAL,2025-12-08,2025-12-11,2025-12-16,3.4,2,HIGH,Completed,5,Urgent
ENG3088,AST0151,SEC001,Ballast Maintenance,Insufficient ballast,4,LOW,2025-03-09,2025-03-11,2025-04-23,2.9,10,LOW,Completed,43,Low
ENG3089,AST0212,SEC062,Turnout Maintenance,Crossing nose defect,5,LOW,2025-04-21,2025-04-21,2025-07-16,7.1,9,LOW,Completed,86,Low
ENG3090,AST0131,SEC056,Track Alignment,Cant deficiency,3,MEDIUM,2025-08-30,2025-09-02,2025-09-22,7.8,10,MEDIUM,Pending,20,Normal
ENG3091,AST0172,SEC022,Track Alignment,Lateral misalignment,1,CRITICAL,2025-04-15,2025-04-15,2025-04-22,11.5,10,HIGH,Completed,7,Urgent
ENG3092,AST0099,SEC024,Welding,Misaligned weld,3,MEDIUM,2025-01-27,2025-01-28,2025-02-27,1.5,10,MEDIUM,Scheduled,30,Normal
ENG3093,AST0274,SEC049,Sleeper Replacement,Decayed wooden sleeper,4,LOW,2025-10-26,2025-10-28,2025-12-23,5.5,15,LOW,Completed,56,Low
ENG3094,AST0236,SEC011,Ballast Maintenance,Vegetation growth,3,MEDIUM,2025-07-27,2025-07-27,2025-08-17,9.3,11,MEDIUM,Completed,21,Normal
ENG3095,AST0230,SEC005,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-04-05,2025-04-05,2025-05-01,3.4,6,MEDIUM,Scheduled,26,Normal
ENG3096,AST0088,SEC013,Track Alignment,Vertical misalignment,1,CRITICAL,2025-02-22,2025-02-22,2025-02-27,3.4,3,HIGH,Completed,5,Urgent
ENG3097,AST0014,SEC014,Rail Replacement,Broken rail,2,HIGH,2025-06-15,2025-06-18,2025-06-27,6.8,12,HIGH,In Progress,9,Normal
ENG3098,AST0048,SEC048,Turnout Maintenance,Check rail gap,3,MEDIUM,2025-03-12,2025-03-15,2025-04-08,5.8,12,MEDIUM,In Progress,24,Normal
ENG3099,AST0112,SEC037,Turnout Maintenance,Crossing nose defect,2,HIGH,2025-04-21,2025-04-24,2025-05-08,2.9,8,HIGH,Pending,14,Normal
ENG3100,AST0100,SEC025,Sleeper Replacement,Broken concrete sleeper,4,LOW,2025-01-03,2025-01-06,2025-02-13,6.3,12,LOW,Scheduled,38,Low
ENG3101,AST0118,SEC043,Turnout Maintenance,Crossing nose defect,4,LOW,2025-05-18,2025-05-18,2025-07-09,11.1,6,LOW,Scheduled,52,Low
ENG3102,AST0058,SEC058,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-03-15,2025-03-17,2025-04-11,8.7,6,MEDIUM,Completed,25,Normal
ENG3103,AST0209,SEC059,Track Geometry Correction,Cross-level error,5,LOW,2025-11-09,2025-11-10,2026-01-28,1.5,15,LOW,Scheduled,79,Low
ENG3104,AST0102,SEC027,Turnout Maintenance,Point mechanism fault,1,CRITICAL,2025-06-01,2025-06-01,2025-06-04,7.2,6,HIGH,Cancelled,3,Urgent
ENG3105,AST0150,SEC075,Sleeper Replacement,Broken concrete sleeper,2,HIGH,2025-02-26,2025-02-27,2025-03-13,6.0,5,HIGH,Pending,14,Normal
ENG3106,AST0190,SEC040,Rail Replacement,Severely worn rail,4,LOW,2025-06-19,2025-06-22,2025-08-02,9.9,13,LOW,Completed,41,Low
ENG3107,AST0365,SEC065,Turnout Maintenance,Point mechanism fault,5,LOW,2025-08-29,2025-09-01,2025-11-16,3.3,10,LOW,Scheduled,76,Low
ENG3108,AST0091,SEC016,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-08-12,2025-08-12,2025-09-02,10.2,9,MEDIUM,In Progress,21,Normal
ENG3109,AST0159,SEC009,Track Geometry Correction,Gauge irregularity,3,MEDIUM,2025-11-10,2025-11-10,2025-12-10,2.9,9,MEDIUM,Pending,30,Normal
ENG3110,AST0192,SEC042,Welding,Thermit weld defect,4,LOW,2025-06-25,2025-06-26,2025-08-08,3.3,5,LOW,Completed,43,Low
ENG3111,AST0345,SEC045,Track Geometry Correction,Alignment defect,1,CRITICAL,2025-08-11,2025-08-11,2025-08-14,7.6,8,HIGH,Pending,3,Urgent
ENG3112,AST0338,SEC038,Turnout Maintenance,Crossing nose defect,4,LOW,2025-06-07,2025-06-07,2025-07-28,11.3,4,LOW,Completed,51,Low
ENG3113,AST0316,SEC016,Ballast Maintenance,Drainage blockage,2,HIGH,2025-04-26,2025-04-26,2025-05-04,5.4,8,HIGH,Pending,8,Normal
ENG3114,AST0321,SEC021,Rail Replacement,Rail end batter,1,CRITICAL,2025-12-20,2025-12-20,2025-12-27,2.6,4,HIGH,Completed,7,Urgent
ENG3115,AST0211,SEC061,Rail Replacement,Rail end batter,2,HIGH,2025-03-20,2025-03-20,2025-04-03,10.1,6,HIGH,Pending,14,Normal
ENG3116,AST0353,SEC053,Rail Inspection,Gauge deviation,1,CRITICAL,2025-09-25,2025-09-27,2025-10-04,6.1,9,HIGH,Scheduled,7,Urgent
ENG3117,AST0398,SEC023,Ballast Maintenance,Drainage blockage,1,CRITICAL,2025-10-14,2025-10-17,2025-10-21,11.5,2,HIGH,Pending,4,Urgent
ENG3118,AST0279,SEC054,Track Geometry Correction,Cross-level error,1,CRITICAL,2025-04-27,2025-04-28,2025-05-02,8.9,9,HIGH,Pending,4,Urgent
ENG3119,AST0387,SEC012,Track Geometry Correction,Alignment defect,2,HIGH,2025-11-26,2025-11-29,2025-12-10,7.3,5,HIGH,Pending,11,Normal
ENG3120,AST0166,SEC016,Turnout Maintenance,Crossing nose defect,4,LOW,2025-03-18,2025-03-20,2025-04-21,2.4,9,LOW,Completed,32,Low
ENG3121,AST0381,SEC006,Ballast Maintenance,Insufficient ballast,4,LOW,2025-12-02,2025-12-05,2026-01-31,3.9,10,LOW,Cancelled,57,Low
ENG3122,AST0253,SEC028,Rail Replacement,Rail end batter,3,MEDIUM,2025-12-17,2025-12-20,2026-01-05,4.1,7,MEDIUM,Scheduled,16,Normal
ENG3123,AST0232,SEC007,Rail Replacement,Rail end batter,4,LOW,2025-06-09,2025-06-11,2025-07-11,2.0,2,LOW,Completed,30,Normal
ENG3124,AST0071,SEC071,Ballast Maintenance,Insufficient ballast,5,LOW,2025-07-15,2025-07-18,2025-09-18,8.7,9,LOW,Completed,62,Low
ENG3125,AST0171,SEC021,Rail Replacement,Rail end batter,2,HIGH,2025-06-27,2025-06-28,2025-07-06,1.8,9,HIGH,Cancelled,8,Normal
ENG3126,AST0159,SEC009,Track Alignment,Lateral misalignment,1,CRITICAL,2025-08-10,2025-08-12,2025-08-17,2.6,2,HIGH,Completed,5,Urgent
ENG3127,AST0344,SEC044,Rail Inspection,Rail crack,2,HIGH,2025-08-15,2025-08-18,2025-08-28,6.3,13,HIGH,Completed,10,Normal
ENG3128,AST0270,SEC045,Rail Replacement,End-post fracture,4,LOW,2025-09-04,2025-09-04,2025-10-23,11.1,2,LOW,Completed,49,Low
ENG3129,AST0059,SEC059,Ballast Maintenance,Drainage blockage,3,MEDIUM,2025-07-16,2025-07-18,2025-08-15,1.5,11,MEDIUM,Pending,28,Normal
ENG3130,AST0227,SEC002,Rail Inspection,Gauge deviation,5,LOW,2025-07-03,2025-07-03,2025-09-15,8.5,2,LOW,Completed,74,Low
ENG3131,AST0204,SEC054,Sleeper Replacement,Cracked sleeper,2,HIGH,2025-01-01,2025-01-04,2025-01-14,7.4,12,HIGH,In Progress,10,Normal
ENG3132,AST0187,SEC037,Turnout Maintenance,Check rail gap,5,LOW,2025-09-23,2025-09-24,2025-12-04,11.3,12,LOW,Completed,71,Low
ENG3133,AST0197,SEC047,Welding,Misaligned weld,2,HIGH,2024-12-31,2025-01-02,2025-01-11,3.5,4,HIGH,In Progress,9,Normal
ENG3134,AST0117,SEC042,Rail Inspection,Surface defect,4,LOW,2025-08-29,2025-09-01,2025-10-03,9.0,3,LOW,Pending,32,Low
ENG3135,AST0081,SEC006,Rail Inspection,Worn rail head,3,MEDIUM,2025-01-02,2025-01-05,2025-02-01,5.1,4,MEDIUM,Scheduled,27,Normal
ENG3136,AST0050,SEC050,Sleeper Replacement,Cracked sleeper,5,LOW,2025-09-25,2025-09-27,2025-12-19,1.2,10,LOW,Scheduled,83,Low
ENG3137,AST0010,SEC010,Ballast Maintenance,Fouled ballast,3,MEDIUM,2025-06-07,2025-06-10,2025-07-07,8.9,14,MEDIUM,Scheduled,27,Normal
ENG3138,AST0381,SEC006,Ballast Maintenance,Vegetation growth,2,HIGH,2025-11-03,2025-11-03,2025-11-14,4.4,7,HIGH,In Progress,11,Normal
ENG3139,AST0295,SEC070,Sleeper Replacement,Missing sleeper,4,LOW,2025-09-30,2025-10-02,2025-11-09,10.7,12,LOW,Pending,38,Low
ENG3140,AST0174,SEC024,Rail Inspection,Surface defect,3,MEDIUM,2025-09-18,2025-09-20,2025-10-15,10.5,14,MEDIUM,Pending,25,Normal
ENG3141,AST0333,SEC033,Track Geometry Correction,Cross-level error,3,MEDIUM,2025-03-29,2025-04-01,2025-04-25,11.3,5,MEDIUM,Pending,24,Normal
ENG3142,AST0084,SEC009,Sleeper Replacement,Broken concrete sleeper,2,HIGH,2025-11-16,2025-11-19,2025-12-04,8.2,3,HIGH,Completed,15,Normal
ENG3143,AST0166,SEC016,Turnout Maintenance,Switch tongue wear,2,HIGH,2025-08-11,2025-08-11,2025-08-20,11.7,3,HIGH,Pending,9,Normal
ENG3144,AST0359,SEC059,Rail Replacement,Broken rail,4,LOW,2025-01-21,2025-01-24,2025-03-08,7.1,5,LOW,Completed,43,Low
ENG3145,AST0109,SEC034,Rail Inspection,Worn rail head,4,LOW,2025-06-19,2025-06-21,2025-07-17,2.3,2,LOW,Completed,26,Normal
ENG3146,AST0121,SEC046,Turnout Maintenance,Switch tongue wear,3,MEDIUM,2025-05-13,2025-05-14,2025-06-04,3.5,2,MEDIUM,Pending,21,Normal
ENG3147,AST0366,SEC066,Turnout Maintenance,Crossing nose defect,3,MEDIUM,2025-01-17,2025-01-18,2025-02-14,5.6,12,MEDIUM,Pending,27,Normal
ENG3148,AST0365,SEC065,Track Alignment,Vertical misalignment,2,HIGH,2025-05-20,2025-05-22,2025-06-06,2.5,13,HIGH,Completed,15,Normal
ENG3149,AST0063,SEC063,Track Alignment,Buckling risk,3,MEDIUM,2025-08-25,2025-08-26,2025-09-17,10.8,6,MEDIUM,Cancelled,22,Normal
ENG3150,AST0299,SEC074,Sleeper Replacement,Decayed wooden sleeper,3,MEDIUM,2025-03-15,2025-03-16,2025-03-30,1.2,9,MEDIUM,Pending,14,Normal
ENG3151,AST0074,SEC074,Sleeper Replacement,Cracked sleeper,3,MEDIUM,2025-10-18,2025-10-20,2025-11-15,11.2,10,MEDIUM,In Progress,26,Normal
ENG3152,AST0353,SEC053,Turnout Maintenance,Point mechanism fault,3,MEDIUM,2025-01-09,2025-01-11,2025-02-08,7.3,14,MEDIUM,Cancelled,28,Normal
ENG3153,AST0067,SEC067,Rail Replacement,Severely worn rail,3,MEDIUM,2025-01-02,2025-01-02,2025-01-19,9.9,15,MEDIUM,Completed,17,Normal
ENG3154,AST0133,SEC058,Turnout Maintenance,Check rail gap,2,HIGH,2025-05-15,2025-05-15,2025-05-24,7.0,12,HIGH,Scheduled,9,Normal
ENG3155,AST0373,SEC073,Rail Inspection,Worn rail head,4,LOW,2025-08-08,2025-08-10,2025-09-11,10.2,13,LOW,Pending,32,Low
ENG3156,AST0008,SEC008,Turnout Maintenance,Switch tongue wear,4,LOW,2025-12-06,2025-12-06,2026-01-04,4.1,10,LOW,Scheduled,29,Normal
ENG3157,AST0394,SEC019,Track Alignment,Buckling risk,4,LOW,2025-11-02,2025-11-05,2025-12-05,4.0,5,LOW,Completed,30,Normal
ENG3158,AST0042,SEC042,Track Alignment,Buckling risk,3,MEDIUM,2025-07-15,2025-07-18,2025-08-08,10.8,4,MEDIUM,Completed,21,Normal
ENG3159,AST0072,SEC072,Sleeper Replacement,Cracked sleeper,1,CRITICAL,2025-04-06,2025-04-09,2025-04-12,4.0,14,HIGH,Pending,3,Urgent
ENG3160,AST0228,SEC003,Ballast Maintenance,Vegetation growth,5,LOW,2025-05-03,2025-05-06,2025-08-03,8.5,13,LOW,Pending,89,Low
ENG3161,AST0055,SEC055,Rail Replacement,Severely worn rail,3,MEDIUM,2025-02-25,2025-02-25,2025-03-12,11.2,14,MEDIUM,Pending,15,Normal
ENG3162,AST0308,SEC008,Track Alignment,Vertical misalignment,2,HIGH,2025-11-09,2025-11-09,2025-11-24,11.2,3,HIGH,Pending,15,Normal
ENG3163,AST0045,SEC045,Welding,Misaligned weld,4,LOW,2025-04-25,2025-04-25,2025-06-09,2.0,13,LOW,Pending,45,Low
ENG3164,AST0344,SEC044,Rail Inspection,Surface defect,3,MEDIUM,2025-01-29,2025-01-30,2025-02-13,11.6,14,MEDIUM,In Progress,14,Normal
ENG3165,AST0252,SEC027,Sleeper Replacement,Decayed wooden sleeper,2,HIGH,2025-07-14,2025-07-16,2025-07-26,2.3,13,HIGH,Completed,10,Normal
ENG3166,AST0361,SEC061,Ballast Maintenance,Insufficient ballast,2,HIGH,2025-08-11,2025-08-13,2025-08-24,2.1,3,HIGH,Completed,11,Normal
ENG3167,AST0386,SEC011,Track Alignment,Cant deficiency,2,HIGH,2025-12-19,2025-12-20,2026-01-03,1.4,12,HIGH,Completed,14,Normal
ENG3168,AST0108,SEC033,Track Alignment,Vertical misalignment,4,LOW,2025-03-29,2025-04-01,2025-05-17,5.1,9,LOW,Cancelled,46,Low
ENG3169,AST0156,SEC006,Rail Inspection,Surface defect,3,MEDIUM,2025-10-23,2025-10-23,2025-11-14,2.2,10,MEDIUM,Completed,22,Normal
ENG3170,AST0066,SEC066,Track Geometry Correction,Alignment defect,2,HIGH,2025-01-12,2025-01-15,2025-01-22,3.7,15,HIGH,Completed,7,Urgent
